pageid,title,name
975798,Torben Andersen (musiker),Torben Andersen
994658,Mikkel Damgaard,Mikkel Damgaard
1038358,Aage Hagen,Aage Hagen
520601,Ole Højer Hansen,Ole Højer Hansen
204769,Ivan Haki Haagensen,Ivan Haki Haagensen
123421,Søren Sebber Larsen,Søren Sebber Larsen
202068,Tommy Petersen,Tommy Petersen
786100,Kristian Pommer,Kristian Pommer
485051,Jascha Richter,Jascha Richter
1150069,Simon West,Simon West
732152,Søren Birkelund,Søren Birkelund
777428,Johan Nicolai Braunstein,Johan Nicolai Braunstein
174411,Poul Allin Erichsen,Poul Allin Erichsen
299632,Per Bentzon Goldschmidt,Per Bentzon Goldschmidt
777426,Jens Krag,Jens Krag
766314,Arne Møller (musiker),Arne Møller
39913,Finn Odderskov,Finn Odderskov
493533,Aage Oxenvad,Aage Oxenvad
777206,Mozart Petersen,Mozart Petersen
777209,Peter Christian Petersen,Peter Christian Petersen
876146,Jens Schou,Jens Schou
17054,Hans Ulrik,Hans Ulrik
179374,Christian Frederik Barth,Christian Frederik Barth
179373,Christian Samuel Barth,Christian Samuel Barth
179376,Friedrich Philipp Carl August Barth,Friedrich Philipp Carl August Barth
455438,Otto Bendix,Otto Bendix
776541,Carl Braun (komponist),Carl Braun
340501,Niels Eje,Niels Eje
735786,Henrik Goldschmidt,Henrik Goldschmidt
262939,Mogens Winkel Holm,Mogens Winkel Holm
778988,Olivo Krause,Olivo Krause
732762,Jens Christian Frederik Krætzmer,Jens Christian Frederik Krætzmer
952870,Emilius Lund,Emilius Lund
493534,Bjørn Carl Nielsen,Bjørn Carl Nielsen
776571,Christian Nyeborg,Christian Nyeborg
455449,Christian Schiemann,Christian Schiemann
170178,David Abell,David Abell
171964,Aksel Agerby,Aksel Agerby
173925,Aksel Andersen,Aksel Andersen
174840,Hakon Andersen,Hakon Andersen
177716,Emilius Bangert,Emilius Bangert
178018,Christian Barnekow (komponist),Christian Barnekow
178259,Johan Bartholdy,Johan Bartholdy
106520,Niels Viggo Bentzon,Niels Viggo Bentzon
60084,A.P. Berggreen,A.P. Berggreen
349181,Arne Bertelsen,Arne Bertelsen
200685,Ludvig Birkedal-Barfod,Ludvig Birkedal-Barfod
106218,Karl Bjarnhof,Karl Bjarnhof
190399,Georg Carl Bohlmann,Georg Carl Bohlmann
203031,Frederik Christian Breitendich,Frederik Christian Breitendich
138281,Nicolaus Bruhns,Nicolaus Bruhns
1169020,Bine Bryndorf,Bine Bryndorf
25280,Dietrich Buxtehude,Dietrich Buxtehude
201197,Camillo Carlsen,Camillo Carlsen
201662,Bernhard Christensen,Bernhard Christensen
204662,Christian Debois,Christian Debois
211116,Adolph Julius Eggers,Adolph Julius Eggers
1090582,Willy Egmose,Willy Egmose
214517,Harald Bjerg Emborg,Harald Bjerg Emborg
212214,Jens Laursøn Emborg,Jens Laursøn Emborg
98734,Finn Evald,Finn Evald
215897,Arnold de Fine (kapelmester),Arnold de Fine
219788,Frederik Foersom,Frederik Foersom
219811,Peter Christian Foersom,Peter Christian Foersom
220372,Christopher Foltmar,Christopher Foltmar
220358,Johan Foltmar,Johan Foltmar
380595,Jacob Fosie,Jacob Fosie
220787,Julius Foss,Julius Foss
216455,John Frandsen (1918-1996),John Frandsen
217602,John Frandsen (født 1956),John Frandsen
37879,Niels W. Gade,Niels W. Gade
108200,Johan Christian Gebauer,Johan Christian Gebauer
230735,Christian Geisler,Christian Geisler
228479,Christian Henrik Glass,Christian Henrik Glass
229999,Joseph Glæser,Joseph Glæser
244473,Michael Ehregott Grose,Michael Ehregott Grose
466376,Oskar Gyldmark,Oskar Gyldmark
225641,Birger Wøllner Gaarn,Birger Wøllner Gaarn
251019,Sophus Halle,Sophus Halle
250624,Povl Hamburger,Povl Hamburger
250855,Christian Julius Hansen,Christian Julius Hansen
254176,August Wilhelm Hartmann,August Wilhelm Hartmann
184505,Emil Hartmann,Emil Hartmann
106832,J.P.E. Hartmann,J.P.E. Hartmann
254166,Johan Ernst Hartmann,Johan Ernst Hartmann
258087,Paul Hellmuth,Paul Hellmuth
258876,Gustav Helsted,Gustav Helsted
259173,Edgar Henrichsen,Edgar Henrichsen
261609,N.P. Hillebrandt,N.P. Hillebrandt
261779,Bjørn Hjelmborg,Bjørn Hjelmborg
755419,Caspar Christian Hoffmann,Caspar Christian Hoffmann
560894,Peter Holm (1798-1875),Peter Holm
345708,Louis Hornbeck,Louis Hornbeck
412780,Knud Høgenhaven,Knud Høgenhaven
190259,Jens Bjerre Jacobsen,Jens Bjerre Jacobsen
142600,Niels Peter Jensen (komponist),Niels Peter Jensen
554336,Thorald Jerichau,Thorald Jerichau
732753,Hans Lorents Johansen,Hans Lorents Johansen
414707,Emil Juel-Frederiksen,Emil Juel-Frederiksen
415694,Asger Juul,Asger Juul
355193,Bo Lundby Jæger,Bo Lundby Jæger
415750,Viggo Kalhauge,Viggo Kalhauge
86770,Leif Kayser,Leif Kayser
93237,Mogens Kilde,Mogens Kilde
733912,Grethe Krogh,Grethe Krogh
342563,P.C. Krossing,P.C. Krossing
416172,Johan Adam Krygell,Johan Adam Krygell
732762,Jens Christian Frederik Krætzmer,Jens Christian Frederik Krætzmer
38656,Rued Langgaard,Rued Langgaard
1158555,Magnus Larsson,Magnus Larsson
86617,Thomas Laub,Thomas Laub
416369,Laurids Lauridsen,Laurids Lauridsen
420867,Bernhard Lewkovitch,Bernhard Lewkovitch
252497,Axel Liebmann,Axel Liebmann
295483,Steen Lindholm,Steen Lindholm
321126,Jakob Lorentzen,Jakob Lorentzen
340759,Herman Severin Løvenskiold,Herman Severin Løvenskiold
422072,Axel Madsen,Axel Madsen
430461,Jesper Madsen,Jesper Madsen
422121,N.K. Madsen-Stensgaard,N.K. Madsen-Stensgaard
76505,Frederik Magle,Frederik Magle
252206,Otto Malling,Otto Malling
423612,Leif Martinussen,Leif Martinussen
460107,Frederik Matthison-Hansen,Frederik Matthison-Hansen
349777,Gottfred Matthison-Hansen,Gottfred Matthison-Hansen
349490,Hans Matthison-Hansen,Hans Matthison-Hansen
424810,Waage Matthison-Hansen,Waage Matthison-Hansen
459776,Peder Mandrup Meyer,Peder Mandrup Meyer
460185,Benna Moe,Benna Moe
1160196,Peter Møller (komponist),Peter Møller
460843,Svend-Ove Møller,Svend-Ove Møller
393154,J.H. Nebelong (organist),J.H. Nebelong
682535,Svend Hvidtfelt Nielsen,Svend Hvidtfelt Nielsen
664676,Preben Nodermann,Preben Nodermann
464445,Albert Orth,Albert Orth
467053,Jonathan Petersen,Jonathan Petersen
150002,Christian Joseph Rasmussen,Christian Joseph Rasmussen
1138806,Adolf Riis-Magnussen,Adolf Riis-Magnussen
342016,Paul Rung-Keller,Paul Rung-Keller
373021,Poul Schierbeck,Poul Schierbeck
520450,Richard Sennels,Richard Sennels
747551,Birger Storr-Hansen,Birger Storr-Hansen
490060,Søren Sørensen (organist),Søren Sørensen
240000,Hans Ole Thers,Hans Ole Thers
86771,Leif Thybo,Leif Thybo
899550,Alfred Tofft,Alfred Tofft
378709,Knud Vad,Knud Vad
460924,Evanthore Vestergaard,Evanthore Vestergaard
253125,Flemming Weis,Flemming Weis
253093,Svend Westergaard,Svend Westergaard
38025,C.E.F. Weyse,C.E.F. Weyse
342874,Hans Hinrich Zielche,Hans Hinrich Zielche
341027,Ludvig Zinck (komponist),Ludvig Zinck
337124,Truid Aagesen,Truid Aagesen
77273,Thorvald Aagaard,Thorvald Aagaard
735372,Joachim Conrad Oehlenschläger,Joachim Conrad Oehlenschläger
555609,Jacob Andersen (percussionist),Jacob Andersen
1068098,Jesper Hendze,Jesper Hendze
41688,Sara Indrio,Sara Indrio
908980,Jacob Lund (musiker),Jacob Lund
119991,Marilyn Mazur,Marilyn Mazur
141320,Flemming Quist Møller,Flemming Quist Møller
947,Safri Duo,Safri Duo
116156,Kasper Winding,Kasper Winding
166878,Agnes Adler,Agnes Adler
173628,Robert William Otto Allen,Robert William Otto Allen
41757,Benny Andersen,Benny Andersen
1011985,Janus Araghipour,Janus Araghipour
171600,Sigurd Barrett,Sigurd Barrett
976789,Søren Bebe,Søren Bebe
726808,Jacob Beck,Jacob Beck
455438,Otto Bendix,Otto Bendix
181031,Victor Bendix,Victor Bendix
106520,Niels Viggo Bentzon,Niels Viggo Bentzon
912742,Nikolaj Bentzon,Nikolaj Bentzon
182161,Nicolai Berendt,Nicolai Berendt
204401,Ilja Bergh,Ilja Bergh
97111,Niels Bernhart,Niels Bernhart
472162,Ben Besiakov,Ben Besiakov
433953,Henrik Blichmann,Henrik Blichmann
667172,Kjeld Bonfils,Kjeld Bonfils
191942,Helge Bonnén,Helge Bonnén
203031,Frederik Christian Breitendich,Frederik Christian Breitendich
203725,Viggo Brodersen,Viggo Brodersen
1098098,Clara Bryld,Clara Bryld
151405,Henrik Carlsen,Henrik Carlsen
787773,Ove Christensen (pianist),Ove Christensen
959259,Christian Christiansen (komponist),Christian Christiansen
288511,Jacob Christoffersen,Jacob Christoffersen
479643,Inger Christrup,Inger Christrup
438777,Thomas Clausen (musiker),Thomas Clausen
256096,Carl Cohn Haste,Carl Cohn Haste
106111,Victor Cornelius,Victor Cornelius
536584,Bernhard Courländer,Bernhard Courländer
203857,Fritz Crome,Fritz Crome
707915,Carsten Dahl,Carsten Dahl
203258,Nancy Dalberg,Nancy Dalberg
535565,Mogens Dalsgaard,Mogens Dalsgaard
73176,Ole Dixon,Ole Dixon
281595,Sascha Dupont,Sascha Dupont
328960,France Ellegaard,France Ellegaard
214521,Jørgen Emborg,Jørgen Emborg
522328,Bjørn Erichsen (forlægger),Bjørn Erichsen
721271,Ole Erling,Ole Erling
42457,Bent Fabricius-Bjerre,Bent Fabricius-Bjerre
1004963,Otto Francker,Otto Francker
978639,Andrea Heick Gadeberg,Andrea Heick Gadeberg
378141,Katrine Gislinge,Katrine Gislinge
51116,Louis Glass,Louis Glass
518526,Poul Godske,Poul Godske
992935,Willy Grevelund,Willy Grevelund
75987,Nina Grieg,Nina Grieg
244819,Georg Grothe,Georg Grothe
1008795,Elisabeth Guang,Elisabeth Guang
251424,Friedrich Gürtler,Friedrich Gürtler
1156655,Mathias Hammer,Mathias Hammer
1122237,Ole Hansen (musiker),Ole Hansen
252682,Egil Harder,Egil Harder
882741,Diana Pereira Hay,Diana Pereira Hay
259712,Roger Henrichsen,Roger Henrichsen
1044,Prins Henrik (1934-2018),Prins Henrik
451917,Bruno Henriksen,Bruno Henriksen
1034600,Kristoffer Hyldig,Kristoffer Hyldig
419997,David Højer,David Højer
412582,Julius Jacobsen,Julius Jacobsen
94486,Folmer Jensen,Folmer Jensen
888594,Troels Jensen,Troels Jensen
554336,Thorald Jerichau,Thorald Jerichau
414862,Gunnar Johansen,Gunnar Johansen
988716,Torben Johansen (musiker),Torben Johansen
355193,Bo Lundby Jæger,Bo Lundby Jæger
66962,Karen Jønsson,Karen Jønsson
984035,Claus Jørgensen (pianist),Claus Jørgensen
1149450,Willy Kierulff,Willy Kierulff
93237,Mogens Kilde,Mogens Kilde
455603,Elisabeth Klein,Elisabeth Klein
1138822,Henrik Knudsen (pianist),Henrik Knudsen
362166,Nicolai Koch,Nicolai Koch
396627,Herman D. Koppel,Herman D. Koppel
250872,Nikolaj Koppel,Nikolaj Koppel
847353,Therese Koppel,Therese Koppel
96276,Thomas Koppel,Thomas Koppel
1078009,Nicolai Kornerup,Nicolai Kornerup
409308,Poul Erik Krogen,Poul Erik Krogen
639755,Jens Krøyer,Jens Krøyer
287728,Morten Kærså,Morten Kærså
419811,Siegfried Langgaard,Siegfried Langgaard
825322,Peter Ernst Lassen,Peter Ernst Lassen
1002530,Kenn Lending,Kenn Lending
76505,Frederik Magle,Frederik Magle
470754,David Lau Magnussen,David Lau Magnussen
256095,Amalie Malling,Amalie Malling
850549,Ole Matthiessen,Ole Matthiessen
227648,Eva Meile,Eva Meile
52000,Otto Mortensen,Otto Mortensen
419898,Niels Muus (dirigent),Niels Muus
1061341,Elisabeth Nielsen,Elisabeth Nielsen
975568,Jens Tage Nielsen,Jens Tage Nielsen
464458,Otto Olsen (musiker),Otto Olsen
464445,Albert Orth,Albert Orth
373010,Steen Pade,Steen Pade
663269,Johan-Gottfried Wilhelm Palschau,Johan-Gottfried Wilhelm Palschau
392368,Susanne Clod Pedersen,Susanne Clod Pedersen
975641,Willy Pedersen,Willy Pedersen
72576,Hanne Petri,Hanne Petri
738318,Claus Pilgaard,Claus Pilgaard
1011275,Anton Rée,Anton Rée
256082,Emil Reesen,Emil Reesen
227086,Børge Roger Henrichsen,Børge Roger Henrichsen
714465,Peter Rosendal,Peter Rosendal
1156953,Rikke Sandberg,Rikke Sandberg
249615,Victor Schiøler,Victor Schiøler
203141,Niels Schiørring,Niels Schiørring
250705,Bent Schjærff,Bent Schjærff
723031,Fritz Schousboe,Fritz Schousboe
393871,Ludvig Schytte,Ludvig Schytte
460685,Marianna Shirinyan,Marianna Shirinyan
252204,Rudolph Simonsen,Rudolph Simonsen
289542,Svenn Skipper,Svenn Skipper
555492,Johanne Stockmarr,Johanne Stockmarr
385157,Willy Stolarczyk,Willy Stolarczyk
333116,Knud E. Sørensen,Knud E. Sørensen
143690,Ole Thilo,Ole Thilo
698947,Yngve Jan Trede,Yngve Jan Trede
481451,Christian Vardinghus-Nielsen,Christian Vardinghus-Nielsen
254438,Sejr Volmer-Sørensen,Sejr Volmer-Sørensen
753716,Carl Winther,Carl Winther
173856,John Winther (pianist),John Winther
327452,Morten Wittrock,Morten Wittrock
661535,Tanja Zapolski,Tanja Zapolski
562616,Assia Zlatkowa,Assia Zlatkowa
755919,Martin Åkerwall,Martin Åkerwall
508794,Anne Øland,Anne Øland
561325,Thomas Agergaard,Thomas Agergaard
60128,Lotte Anker,Lotte Anker
119984,Frans Bak,Frans Bak
144298,Franz Beckerlee,Franz Beckerlee
964345,Pernille Bévort,Pernille Bévort
144258,Max Brüel,Max Brüel
763720,Christina von Bülow,Christina von Bülow
465454,Mads Ole Erhardsen,Mads Ole Erhardsen
299632,Per Bentzon Goldschmidt,Per Bentzon Goldschmidt
393582,Emil Hess,Emil Hess
622912,André Jensen,André Jensen
472226,Bent Jædig,Bent Jædig
278193,Elith Nykjær Jørgensen,Elith Nykjær Jørgensen
274215,Preben Larsen,Preben Larsen
396662,Fredrik Lundin,Fredrik Lundin
295766,Mads Mathias,Mads Mathias
485806,Carsten Meinert,Carsten Meinert
39913,Finn Odderskov,Finn Odderskov
201668,Bob Ricketts,Bob Ricketts
755686,Michael Rune,Michael Rune
1154517,Søren Siegumfeldt,Søren Siegumfeldt
417179,Jens Christian Søndergård,Jens Christian Søndergård
143665,John Tchicai,John Tchicai
487877,Jesper Thilo,Jesper Thilo
17054,Hans Ulrik,Hans Ulrik
142088,Karsten Vogel,Karsten Vogel
1002262,Oilly Wallace,Oilly Wallace
73008,Steen Engelholt,Steen Engelholt
763463,Anton Hansen (basunist),Anton Hansen
622912,André Jensen,André Jensen
647906,Jesper Juul (dirigent),Jesper Juul
726847,Georg Allin Wilkenschildt,Georg Allin Wilkenschildt
501558,Kai Winding,Kai Winding
498683,Simona Abdallah,Simona Abdallah
427394,Yo Akim,Yo Akim
183617,Bo Thrige Andersen,Bo Thrige Andersen
234182,Peter Andersen (trommeslager),Peter Andersen
1133481,Claes Antonsen,Claes Antonsen
144303,Søren Berlev,Søren Berlev
240490,Thomas Blachman,Thomas Blachman
394331,Anders Brill,Anders Brill
114502,Bosse Hall Christensen,Bosse Hall Christensen
956329,Preben Devantier,Preben Devantier
412575,Dennis Drud,Dennis Drud
668189,Christine Dueholm,Christine Dueholm
994329,Thomas Duus,Thomas Duus
364503,Ulla Tvede Eriksen,Ulla Tvede Eriksen
757062,Mark Falgren,Mark Falgren
975883,Mogens Fischer,Mogens Fischer
139406,Lars Mitch Fischermann,Lars Mitch Fischermann
891927,Søren Friis (trommeslager),Søren Friis
343127,Hans Fulling,Hans Fulling
86754,Sven Gaul,Sven Gaul
71612,Ken Gudman,Ken Gudman
327669,Christian Have,Christian Have
1114684,Ihan Haydar,Ihan Haydar
731868,Morten Hellborn,Morten Hellborn
974138,Mikkel Hess,Mikkel Hess
321920,Hans Holtegaard,Hans Holtegaard
523824,Per Møller Jensen (musiker),Per Møller Jensen
304290,Peter Lundholm Jensen,Peter Lundholm Jensen
822322,Lars Juul,Lars Juul
1131172,Emil Jørgensen (musiker),Emil Jørgensen
969710,Ole Jørgensen,Ole Jørgensen
946475,Michael Kratz,Michael Kratz
946640,Jens Langhorn,Jens Langhorn
203086,Flemming Larsen (trommetekniker),Flemming Larsen
372641,Jon Larsen,Jon Larsen
123421,Søren Sebber Larsen,Søren Sebber Larsen
390235,Jesper Lind,Jesper Lind
722703,Jan Locht,Jan Locht
958634,Tim Lothar,Tim Lothar
309056,Grev Lyhne,Grev Lyhne
191940,Ralle Malone,Ralle Malone
702276,Kalle Mathiesen,Kalle Mathiesen
1116054,Anders Meinhardt,Anders Meinhardt
85907,Cyron Melville,Cyron Melville
976426,Klaus Menzer,Klaus Menzer
472509,Børge Robert Mortensen,Børge Robert Mortensen
600624,Carl Quist Møller,Carl Quist Møller
1141946,Flemming Olsen,Flemming Olsen
111235,Kresten Osgood,Kresten Osgood
1081488,Anders Pedersen (trommeslager),Anders Pedersen
124006,Pharfar,Pharfar
175463,Søren Arnholt Rasmussen,Søren Arnholt Rasmussen
1132013,Niels Ratzer,Niels Ratzer
975770,Jeppe Reipurth,Jeppe Reipurth
81161,Alex Riel,Alex Riel
383892,Jesper Rosenqvist,Jesper Rosenqvist
321514,Bjarne Rostvold,Bjarne Rostvold
432808,Safir (sanger),Safir
323596,Jan Sivertsen (musiker),Jan Sivertsen
888444,Carsten Smedegaard,Carsten Smedegaard
888818,Gert Smedegaard,Gert Smedegaard
204898,Laust Sonne,Laust Sonne
178941,Henning Stærk,Henning Stærk
1100970,Michel Svane,Michel Svane
127959,Asger Techau,Asger Techau
757517,Ole Theill,Ole Theill
509430,Morten Thorhauge,Morten Thorhauge
168394,Klaus Thrane,Klaus Thrane
910517,Bastian Thusgaard,Bastian Thusgaard
722705,Frank Thøgersen,Frank Thøgersen
35436,Bjørn Uglebjerg,Bjørn Uglebjerg
50128,Lars Ulrich,Lars Ulrich
207259,Henrik Vibskov,Henrik Vibskov
1023846,Mikkel Villingshøj,Mikkel Villingshøj
193358,Gert Vincent,Gert Vincent
411635,Kåre Wanscher,Kåre Wanscher
472178,Ethan Monnot Weisgard,Ethan Monnot Weisgard
161758,Tue West,Tue West
116156,Kasper Winding,Kasper Winding
1042349,René Wulff,René Wulff
443631,Malte Aarup-Sørensen,Malte Aarup-Sørensen
654483,Arne Østergaard,Arne Østergaard
172011,Johannes Andersen (musiker),Johannes Andersen
763234,Ole Andersen (trompetist),Ole Andersen
1057343,Allan Botschinsky,Allan Botschinsky
577291,Ketil Duckert,Ketil Duckert
763473,Erik Fritzner,Erik Fritzner
978639,Andrea Heick Gadeberg,Andrea Heick Gadeberg
352726,Jan Glæsel,Jan Glæsel
1122237,Ole Hansen (musiker),Ole Hansen
252648,Thorvald Hansen (komponist),Thorvald Hansen
509140,Knud Hovaldt,Knud Hovaldt
1160093,Theis Jensen,Theis Jensen
177670,Jørgen Wenndorf Jørgensen,Jørgen Wenndorf Jørgensen
352711,Perry Knudsen,Perry Knudsen
207858,Arnvid Meyer,Arnvid Meyer
55098,Palle Mikkelborg,Palle Mikkelborg
763532,Kurt A. Pedersen,Kurt A. Pedersen
339857,Jörgen Petersen,Jörgen Petersen
971386,Jakob Sørensen,Jakob Sørensen
763527,Lauritz Sørensen (trompetist),Lauritz Sørensen
489237,Jeppe Uggerhøj,Jeppe Uggerhøj
735008,Dorthe Zielke,Dorthe Zielke
766402,Caspar Heinrich Bernhard Andersen,Caspar Heinrich Bernhard Andersen
766403,Johan Carl Friderich Andersen,Johan Carl Friderich Andersen
172011,Johannes Andersen (musiker),Johannes Andersen
766399,François Theodor Dipo,François Theodor Dipo
260554,Valdemar Wivel,Valdemar Wivel
852199,Petur Alberg,Petur Alberg
173677,Birgitte Alsted,Birgitte Alsted
173869,Johan Amberg,Johan Amberg
174336,Arvid Andersen,Arvid Andersen
174626,Eyvin Andersen,Eyvin Andersen
40379,Svend Asmussen,Svend Asmussen
766318,Jørgen Berthelsen (violinist),Jørgen Berthelsen
781820,Erling Bloch,Erling Bloch
138281,Nicolaus Bruhns,Nicolaus Bruhns
233539,Anker Buch,Anker Buch
1009368,Kristian Bugge,Kristian Bugge
961837,Stefan Burchardt,Stefan Burchardt
443302,Gerda von Bülow,Gerda von Bülow
306012,Søren Christensen (jazz-violinist),Søren Christensen
1042967,Ivan Damgård,Ivan Damgård
204514,Johan Darbes,Johan Darbes
106411,Édouard du Puy,Édouard du Puy
215487,Johan Henrik Freithoff,Johan Henrik Freithoff
222814,J.F. Frøhlich,J.F. Frøhlich
223142,Peter Ferdinand Funck,Peter Ferdinand Funck
735508,Mikkel Futtrup,Mikkel Futtrup
225912,Axel W. Gade,Axel W. Gade
911,Jacob Gade,Jacob Gade
1147159,Marianne Granvig,Marianne Granvig
231675,Launy Grøndahl,Launy Grøndahl
222809,Leonard Gyldmark,Leonard Gyldmark
486489,Johannes Søe Hansen,Johannes Søe Hansen
250963,Nicolaj Hansen,Nicolaj Hansen
254176,August Wilhelm Hartmann,August Wilhelm Hartmann
253849,Johann Hartmann,Johann Hartmann
254177,Ludvig August Hartmann,Ludvig August Hartmann
536686,Berendt Hartvig,Berendt Hartvig
487495,Harald Haugaard,Harald Haugaard
245254,Edvard Helsted,Edvard Helsted
64091,Fini Henriques,Fini Henriques
764822,Johan Henriques,Johan Henriques
261204,Ludvig Holm,Ludvig Holm
965107,Henry Holst,Henry Holst
1122560,Soo-Jin Hong,Soo-Jin Hong
345708,Louis Hornbeck,Louis Hornbeck
429885,Ole Hovedskou,Ole Hovedskou
249630,Georg Høeberg,Georg Høeberg
827375,Kristian Jørgensen,Kristian Jørgensen
766375,Aage Knudsen (violinist),Aage Knudsen
256101,Anton Kontra,Anton Kontra
847497,Julius Koppel,Julius Koppel
350773,Peter Mandrup Lem,Peter Mandrup Lem
420625,Frederik Carl Lemming,Frederik Carl Lemming
53521,Lars Lilholt,Lars Lilholt
537829,Otto Lington,Otto Lington
917115,Tippe Lumbye,Tippe Lumbye
166663,Peder Møller (violinist),Peder Møller
51134,Ludolf Nielsen,Ludolf Nielsen
461529,Thorvald Nielsen,Thorvald Nielsen
1059347,Poul Olsen,Poul Olsen
894566,Mihaela Oprea,Mihaela Oprea
508017,Teddy Petersen,Teddy Petersen
766321,Gerhard Rafn,Gerhard Rafn
668738,Ditlev Ludvig Rogert,Ditlev Ludvig Rogert
732758,August Julius Sahlgreen,August Julius Sahlgreen
374781,Siegfried Saloman,Siegfried Saloman
149524,Claus Schall,Claus Schall
339370,Poul Christian Schindler,Poul Christian Schindler
734238,Christian Schiørring,Christian Schiørring
756331,Johannes Schiørring,Johannes Schiørring
408260,Max Schlüter,Max Schlüter
364327,Hakon Schmedes,Hakon Schmedes
1044386,Frida Scotta,Frida Scotta
860932,Martin Seeberg,Martin Seeberg
732745,Julius Semler,Julius Semler
691024,Charles Senderovitz,Charles Senderovitz
732944,Sophus Simonsen,Sophus Simonsen
251464,Kim Sjøgren,Kim Sjøgren
766394,Arne Svendsen (violinist),Arne Svendsen
419560,Emil Telmányi,Emil Telmányi
290833,Per Thielemann,Per Thielemann
930802,Ewald Thomsen,Ewald Thomsen
1030827,Julius Thornberg,Julius Thornberg
477378,Christian Tiemroth (violinist),Christian Tiemroth
732734,Valdemar Tofte,Valdemar Tofte
98729,Rune Tonsgaard Sørensen,Rune Tonsgaard Sørensen
254861,Wandy Tworek,Wandy Tworek
433542,Morten Versner,Morten Versner
930913,Niklas Walentin,Niklas Walentin
407771,Frederik Thorkildsen Wexschall,Frederik Thorkildsen Wexschall
86190,Finn Ziegler,Finn Ziegler
106266,Nikolaj Znaider,Nikolaj Znaider
835364,Christina Åstrand,Christina Åstrand
