title,textlist
TYG,"['tyg', 'er', 'navnet', 'på', 'et', 'dansk', 'rockband', 'og', 'bogstaverne', 'står', 'for', 'thank', 'you', 'girls', 'bandet', 'består', 'af', 'steen', 'svare', 'sang', 'og', 'vokal', 'wili', 'jønsson', 'kor', 'og', 'bas', 'lars', 'mitch', 'fischermann', 'trommer']"
UCR,"['ucr', 'uncontrolled', 'chain', 'reaction', 'var', 'et', 'københavnsk', 'punk', 'postpunk', 'og', 'gothisk', 'band', 'der', 'eksisterede', 'fra', 'i', 'starten', 'inspireret', 'af', 'bands', 'som', 'siouxsie', 'amp', 'the', 'banshees', 'og', 'a', 'certain', 'ratio', 'senere', 'af', 'bla', 'japan', 'ucrs', 'udtryk', 'er', 'storladent', 'melankolsk', 'inciterende', 'og', 'messende', 'tekstmæssigt', 'betragtes', 'tidens', 'håbløshed', 'og', 'weltschmerz', 'fra', 'en', 'distance', 'med', 'et', 'ønske', 'om', 'at', 'finde', 'et', 'bedre', 'mentalt', 'sted', 'ucrs', 'musik', 'udtrykker', 'æstetikken', 'i', 'fortabelsen', 'samtidig', 'med', 'drømmen', 'om', 'at', 'en', 'bedre', 'tid', 'må', 'komme', 'stilmæssigt', 'har', 'musikken', 'elementer', 'af', 'både', 'gothrock', 'og', 'new', 'romanticism', 'bandet', 'spillede', 'i', 'bla', 'i', 'rockmaskinen', 'og', 'på', 'channel', 'one', 'i', 'og', 'bla', 'i', 'saltlageret', 'i', 'barbue', 'i', 'åbningsåret', 'og', 'i', 'i', 'det', 'hedengangne', 'ungdomshuset', 'ucr', 'spillede', 'bla', 'til', 'punkfestivalerne', 'concerto', 'de', 'nobrainos', 'insanos', 'og', 'nosferatu', 'festival', 'og', 'opvarmning', 'til', 'theatre', 'of', 'hate', 'i', 'saltlageret', 'i', 'bandet', 'var', 'meget', 'aktive', 'på', 'den', 'danske', 'punkscene', 'hvor', 'de', 'spillede', 'sammen', 'med', 'bla', 'sods', 'cityx', 'ballet', 'mcanique', 'before', 'ads', 'art', 'in', 'disorder', 'tee', 'vee', 'pop', 'mfl', 'ucr', 'indspillede', 'i', 'ca', 'materiale', 'til', 'en', 'fuld', 'lp', 'i', 'karma', 'music', 'studio', 'for', 'pladeselskabet', 'irmgardz', 'i', 'forbindelse', 'med', 'indspilningen', 'af', 'deres', 'single', 'youseeare', 'albummet', 'er', 'imidlertid', 'aldrig', 'udkommet', 'og', 'track', 'masterbåndet', 'er', 'angiveligt', 'forsvundet', 'i', 'forbindelse', 'med', 'irmgardz', 'kaotiske', 'afvikling', 'blandt', 'bandmedlemmerne', 'var', 'bla', 'lars', 'bent', 'petersen', 'bas', 'søren', 'søndergaard', 'johnsen', 'trommer', 'karsten', 'hjarsø', 'guitar', 'lone', 'vokal', 'james', 'vokal', 'filip', 'vokal', 'bettina', 'keybdkor', 'og', 'todd', 'perc', 'medlemmerne', 'i', 'ucr', 'var', 'bla', 'exads', 'og', 'exdday', 'og', 'har', 'enkeltvis', 'senere', 'spillet', 'en', 'rolle', 'i', 'bandsene', 'alter', 'ego', 'selig', 'playhouse', 'frogstone', 'og', 'jetpetz']"
Volbeat,"['volbeat', 'er', 'et', 'dansk', 'metalband', 'der', 'blev', 'dannet', 'i', 'københavn', 'i', 'oktober', 'af', 'michael', 'poulsen', 'efter', 'hans', 'daværende', 'band', 'dominus', 'blev', 'opløst', 'bandet', 'har', 'taget', 'navn', 'efter', 'dominusalbummet', 'volbeat', 'bandet', 'er', 'blevet', 'kendt', 'på', 'deres', 'særprægede', 'musik', 'der', 'oprindeligt', 'af', 'bandet', 'blev', 'omtalt', 'som', 'metallisk', 'pop', 'rock', 'and', 'roll', 'og', 'som', 'generelt', 'er', 'kendetegnet', 'ved', 'hård', 'rock', 'and', 'roll', 'med', 'inspiration', 'lige', 'fra', 'metallica', 'til', 'elvis', 'presley', 'deraf', 'omtales', 'deres', 'musik', 'også', 'somme', 'tider', 'som', 'elvis', 'metal', 'deres', 'musik', 'er', 'ligeledes', 'inspireret', 'af', 'johnny', 'cash', 'og', 'moderne', 'hård', 'rock', 'alternativ', 'rock', 'og', 'hardcore', 'grupper', 'den', 'nuværende', 'sammensætning', 'af', 'gruppen', 'består', 'af', 'forsanger', 'og', 'guitarist', 'michael', 'poulsen', 'guitarist', 'flemming', 'c', 'lund', 'trommeslager', 'jon', 'larsen', 'og', 'bassist', 'kaspar', 'boye', 'larsen', 'bandet', 'har', 'kontrakt', 'med', 'hollandske', 'mascot', 'records', 'og', 'har', 'udgivet', 'otte', 'studiealbum', 'og', 'en', 'dvd', 'debutalbummet', 'the', 'strength', 'the', 'sound', 'the', 'songs', 'solgte', 'guld', 'i', 'danmark', 'og', 'bandet', 'modtog', 'prisen', 'for', 'bedste', 'debutalbum', 'ved', 'danish', 'metal', 'awards', 'året', 'efter', 'vandt', 'de', 'en', 'steppeulv', 'som', 'årets', 'håb', 'de', 'resterende', 'album', 'har', 'solgt', 'platin', 'i', 'danmark', 'deres', 'andet', 'album', 'rock', 'the', 'rebel', 'metal', 'the', 'devil', 'nåede', 'som', 'det', 'første', 'metalalbum', 'nogensinde', 'til', 'tops', 'på', 'den', 'danske', 'hitliste', 'albummet', 'var', 'også', 'det', 'første', 'metalalbum', 'til', 'at', 'sælge', 'platin', 'i', 'danmark', 'deres', 'tredje', 'album', 'guitar', 'gangsters', 'amp', 'cadillac', 'blood', 'toppede', 'ligesom', 'forgængeren', 'de', 'danske', 'albumhitlister', 'og', 'det', 'solgte', 'guld', 'i', 'flere', 'lande', 'det', 'modtog', 'prisen', 'for', 'bedste', 'album', 'ved', 'danish', 'metal', 'awards', 'og', 'nummeret', 'maybellene', 'i', 'hofteholder', 'blev', 'kåret', 'til', 'årets', 'lytterhit', 'ved', 'p', 'guld', 'deres', 'fjerde', 'album', 'beyond', 'hellabove', 'heaven', 'opnåede', 'stor', 'succes', 'også', 'i', 'udlandet', 'hvor', 'det', 'solgte', 'guld', 'i', 'flere', 'lande', 'derefter', 'udkom', 'outlaw', 'gentlemen', 'amp', 'shady', 'ladies', 'som', 'blev', 'udgivet', 'den', 'april', 'og', 'solgte', 'platin', 'i', 'både', 'danmark', 'tyskland', 'og', 'østrig', 'gruppens', 'sjette', 'studiealbum', 'seal', 'the', 'deal', 'amp', 'lets', 'boogie', 'udkom', 'den', 'juni', 'og', 'solgte', 'guld', 'i', 'danmark', 'og', 'østrig', 'singlen', 'for', 'evigt', 'vandt', 'årets', 'lytterhit', 'ved', 'p', 'guld', 'i', 'august', 'udkom', 'gruppens', 'syvende', 'album', 'rewind', 'replay', 'rebound', 'den', 'december', 'udkom', 'gruppens', 'ottende', 'album', 'servant', 'of', 'the', 'mind', 'deres', 'fem', 'første', 'studiealbums', 'har', 'solgt', 'mere', 'end', 'tre', 'millioner', 'eksemplarer', 'på', 'verdensplan', 'og', 'ifølge', 'universal', 'music', 'har', 'gruppen', 'solgt', 'mere', 'end', 'millioner', 'albums', 'på', 'verdensplan', 'bandet', 'har', 'høstet', 'adskillige', 'priser', 'og', 'nomineringer', 'bla', 'ved', 'danish', 'metal', 'awards', 'og', 'radioværten', 'anders', 'bøtter', 'fra', 'dr', 'p', 'beat', 'har', 'kaldt', 'gruppen', 'for', 'det', 'største', 'danske', 'band', 'nogensinde']"
Voss Torp Brill,"['voss', 'torp', 'brill', 'var', 'en', 'dansk', 'nyrocktrio', 'bestående', 'af', 'johannes', 'voss', 'nils', 'torp', 'og', 'anders', 'brill', 'gilberg', 'der', 'alle', 'tre', 'havde', 'været', 'med', 'i', 'nyrockgruppen', 'klich', 'trioen', 'stod', 'bag', 'audioen', 'en', 'høremusical', 'den', 'store', 'lysfest', 'audioen', 'blev', 'pladeudgivet', 'i', 'mens', 'klich', 'stadig', 'fandtes', 'og', 'pladen', 'kom', 'til', 'at', 'hedde', 'dobbelt', 'plus', 'trioen', 'opløstes', 'hurtigt', 'men', 'audioen', 'blev', 'opført', 'i', 'på', 'dr', 'og', 'suppleret', 'med', 'en', 'ny', 'pladeudgivelse', 'denne', 'gang', 'med', 'nanna', 'steffen', 'brandt', 'og', 'peter', 'belli']"
White Pony,"['white', 'pony', 'er', 'en', 'dj', 'producerduo', 'bestående', 'af', 'pato', 'siebenhaar', 'kendt', 'projektet', 'trollesiebenhaar', 'og', 'lasse', 'lyngbo', 'white', 'pony', 'blev', 'først', 'for', 'alvor', 'en', 'realitet', 'da', 'siebenhaar', 'og', 'lyngbo', 'i', 'februar', 'deltog', 'i', 'og', 'vandt', 'den', 'første', 'udgave', 'af', 'ipod', 'battle', 'der', 'blev', 'afholdt', 'på', 'vega', 'natklub', 'i', 'sommeren', 'var', 'white', 'pony', 'ps', 'uundgåelige', 'med', 'singlen', 'falling', 'som', 'blev', 'gæstet', 'af', 'tobias', 'k', 'fra', 'the', 'floor', 'is', 'made', 'of', 'lava', 'på', 'vokal', 'og', 'indeholdt', 'førstegangsrap', 'fra', 'land', 'aka', 'asbjørn', 'auring', 'grimm', 'som', 'ellers', 'er', 'frontfigur', 'i', 'det', 'danske', 'indieband', 'decorate', 'decorate', 'musikvideoen', 'blev', 'nomineret', 'ved', 'soho', 'shorts', 'festival', 'white', 'ponys', 'debutalbum', 'k', 'town', 'stomp', 'udkom', 'i', 'og', 'det', 'fik', 'fire', 'ud', 'af', 'seks', 'stjerner', 'i', 'musikmagasinet', 'gaffa', 'i', 'udkom', 'singlen', 'hvis', 'du', 'vil', 'ha']"
WhoMadeWho,"['whomadewho', 'er', 'en', 'eksperimental', 'poptrio', 'fra', 'københavn', 'danmark', 'gruppen', 'blev', 'dannet', 'i', 'og', 'består', 'af', 'sangerguitarist', 'jeppe', 'kjellberg', 'trommeslagerproducer', 'tomas', 'barfod', 'også', 'kendt', 'fra', 'houseduoen', 'filur', 'og', 'sangerbassist', 'tomas', 'høffding', 'whomadewho', 'har', 'udgivet', 'fem', 'fuldlængde', 'studiealbums', 'samt', 'en', 'række', 'singler', 'og', 'eper']"
Wolfkin,"['duoen', 'wolfkin', 'har', 'base', 'i', 'københavn', 'og', 'består', 'af', 'christian', 'wolf', 'gotfredsen', 'og', 'lars', 'i', 'lommen', 'vognstrup', 'i', 'begyndelsen', 'af', 'skrev', 'wolfkin', 'kontrakt', 'med', 'det', 'efterhånden', 'legendariske', 'pladeselskab', 'crunchy', 'frog', 'signingen', 'var', 'genstand', 'for', 'en', 'del', 'medieopmærksomhed', 'eftersom', 'crunchy', 'med', 'bands', 'som', 'raveonettes', 'junior', 'senior', 'og', 'powersolo', 'for', 'længst', 'har', 'bevist', 'deres', 'sikre', 'sans', 'for', 'at', 'spotte', 'de', 'bedste', 'navne', 'i', 'den', 'danske', 'indieundergrund', 'i', 'starten', 'var', 'wolfkin', 'omgærdet', 'af', 'en', 'del', 'mystik', 'idet', 'ingen', 'rigtigt', 'vidste', 'hvad', 'de', 'stod', 'for', 'musikalsk', 'det', 'eneste', 'lyd', 'der', 'var', 'offentligt', 'tilgængeligt', 'var', 'et', 'par', 'numre', 'på', 'myspace', 'begge', 'musikere', 'var', 'dog', 'mere', 'eller', 'mindre', 'kendte', 'fra', 'andre', 'sammenhænge', 'christian', 'wolf', 'fra', 'bandet', 'sleeping', 'agents', 'lars', 'i', 'lommen', 'fra', 'money', 'your', 'love', 'og', 'for', 'sin', 'tjans', 'som', 'backingguitarist', 'for', 'junior', 'senior', 'de', 'havde', 'boet', 'i', 'samme', 'bofællesskab', 'på', 'islands', 'brygge', 'i', 'flere', 'år', 'og', 'det', 'var', 'her', 'kimen', 'til', 'wolfkin', 'blev', 'lagt', 'men', 'på', 'grund', 'af', 'medlemmernes', 'andre', 'projekter', 'var', 'projektet', 'lang', 'tid', 'undervejs', 'og', 'sange', 'blev', 'indspillet', 'både', 'på', 'bryggen', 'og', 'i', 'mexico', 'hvor', 'lars', 'i', 'en', 'periode', 'holdt', 'til', 'musikalsk', 'ligger', 'wolfkin', 'et', 'sted', 'mellem', 'sleazy', 'country', 'elektroniske', 'fiksfakserier', 'æggende', 'loungetoner', 'og', 'selvfølgelig', 'en', 'rocket', 'bund', 'lidt', 'som', 'hvis', 'joe', 'meek', 'havde', 'lavet', 'soundtracket', 'til', 'roadmovie', 'instrueret', 'af', 'david', 'lynch', 'læg', 'dertil', 'en', 'flabet', 'mandevokal', 'der', 'småsadistisk', 'leverer', 'tekster', 'i', 'stil', 'med', 'den', 'der', 'har', 'givet', 'debutalbummet', 'navn', 'you', 'got', 'money', 'in', 'your', 'pocket', 'now', 'blood', 'on', 'your', 'hands', 'you', 'got', 'semen', 'in', 'those', 'brand', 'new', 'pants', 'så', 'har', 'du', 'wolfkin']"
Young Flowers,"['young', 'flowers', 'var', 'en', 'psykedelisk', 'progressiv', 'rockgruppe', 'dannet', 'i', 'københavn', 'i', 'sommeren', 'gruppen', 'bestod', 'af', 'peer', 'frost', 'guitar', 'peter', 'ingemann', 'elbas', 'og', 'vokal', 'og', 'ken', 'gudman', 'trommer', 'young', 'flowers', 'havde', 'et', 'kernepublikum', 'i', 'det', 'københavnske', 'hippiemiljø', 'og', 'som', 'den', 'første', 'danske', 'gruppe', 'turnerede', 'young', 'flowers', 'i', 'i', 'nordamerika', 'gruppen', 'debuterede', 'i', 'december', 'med', 'singlen', 'like', 'birdscity', 'of', 'friends', 'dengang', 'med', 'jens', 'dahl', 'på', 'guitar', 'peer', 'frost', 'som', 'erstattede', 'dahl', 'tilførte', 'gruppen', 'et', 'musikalsk', 'løft', 'og', 'indtil', 'gruppens', 'opløsning', 'i', 'foråret', 'var', 'young', 'flowers', 'del', 'af', 'en', 'ambitiøs', 'periode', 'i', 'dansk', 'rock', 'i', 'gendannede', 'ingemann', 'og', 'frost', 'gruppen', 'med', 'søren', 'berlev', 'som', 'trommeslager']"
Fjernsyn (band),"['for', 'alternative', 'betydninger', 'se', 'fjernsyn', 'flertydig', 'se', 'også', 'artikler', 'som', 'begynder', 'med', 'fjernsyn', 'fjernsyn', 'er', 'et', 'dansk', 'elektropopband', 'stiftet', 'af', 'musikerne', 'bo', 'feierskov', 'hans', 'henrik', 'præstbro', 'og', 'per', 'toftager', 'i', 'trioen', 'er', 'mest', 'kendt', 'for', 'eptrilogien', 'rød', 'grøn', 'og', 'blå']"
Alpha Centauri,"['alpha', 'centauri', 'var', 'en', 'dansk', 'musikgruppe', 'der', 'blev', 'dannet', 'i', 'med', 'afsæt', 'i', 'jazzrock', 'fusiongruppen', 'entrance', 'der', 'var', 'blevet', 'opløst', 'kort', 'forinden', 'orkestret', 'spillede', 'instrumentalmusik', 'og', 'blev', 'som', 'entrance', 'anset', 'som', 'et', 'banebrydende', 'orkester', 'indenfor', 'dansk', 'fusionmusik', 'hvor', 'alle', 'instrumenter', 'er', 'ligeværdige', 'alpha', 'centauri', 'udsendte', 'i', 'albummet', 'albummet', 'blev', 'præmieret', 'af', 'statens', 'kunstfond', 'gruppen', 'gik', 'i', 'opløsning', 'i', 'orkestret', 'bestod', 'af', 'bjarne', 'roupe', 'guitar', 'tidligere', 'entrance', 'mfl', 'bo', 'stief', 'bas', 'tidligere', 'entrance', 'mfl', 'palle', 'mikkelborg', 'trompet', 'tidligere', 'entrance', 'mfl', 'jørgen', 'emborg', 'keyboards', 'tidligere', 'jørgen', 'emborg', 'kvartet', 'mfl', 'ole', 'theill', 'trommer', 'tidligere', 'acoustic', 'guitars']"
Amdi Petersens Armé,"['der', 'er', 'for', 'få', 'eller', 'ingen', 'kildehenvisninger', 'i', 'denne', 'artikel', 'hvilket', 'er', 'et', 'problem', 'du', 'kan', 'hjælpe', 'ved', 'at', 'angive', 'troværdige', 'kilder', 'til', 'de', 'påstande', 'som', 'fremføres', 'i', 'artiklen', 'amdi', 'petersens', 'arm', 'var', 'et', 'dansk', 'hardcore', 'punkband', 'bandets', 'lyd', 'var', 'inspireret', 'af', 'tidlig', 'us', 'hardcore', 'musikken', 'var', 'simpel', 'rå', 'hurtig', 'og', 'med', 'danske', 'teksterkilde', 'mangler', 'bandets', 'navn', 'er', 'inspireret', 'af', 'navnet', 'på', 'den', 'danske', 'grundlægger', 'af', 'skolesamarbejdet', 'tvind', 'mogens', 'amdi', 'petersen', 'medlemmer', 'af', 'bandet', 'blev', 'senere', 'en', 'del', 'af', 'andre', 'punkbands', 'såsom', 'no', 'hope', 'for', 'the', 'kids', 'og', 'gorilla', 'angrebkilde', 'mangler', 'tommas', 'banger', 'svendsen', 'var', 'desuden', 'medstifter', 'af', 'pladeselskabet', 'kicknpunch', 'der', 'udgav', 'de', 'fleste', 'danske', 'punk', 'bands', 'i', 'periodenkilde', 'mangler']"
Anima (band),"['for', 'alternative', 'betydninger', 'se', 'anima', 'se', 'også', 'artikler', 'som', 'begynder', 'med', 'anima', 'anima', 'var', 'et', 'dansk', 'fusionsrock', 'band', 'grundlagt', 'af', 'keyboardspilleren', 'kenneth', 'knudsen', 'bandet', 'bestod', 'af', 'nogle', 'af', 'danmarks', 'dygtigste', 'musikere', 'som', 'alle', 'hver', 'især', 'har', 'haft', 'en', 'stor', 'musikalsk', 'karriere', 'i', 'danmark', 'fx', 'i', 'sneakers', 'sebastians', 'band', 'culpeper', 'monrad', 'amp', 'rislund', 'mfl', 'bandet', 'spillede', 'instrumentale', 'numre', 'på', 'de', 'to', 'første', 'albums', 'og', 'fik', 'vokal', 'på', 'deres', 'tredje', 'album', 'forløberen', 'for', 'bandet', 'var', 'kenneth', 'knudsens', 'soloalbum', 'fra', 'anima', 'album', 'som', 'indeholdt', 'nummeret', 'strip', 'tease', 'der', 'fik', 'en', 'pæn', 'opmærksomhed', 'ikke', 'mindst', 'fordi', 'nummeret', 'blev', 'brugt', 'som', 'jingle', 'til', 'et', 'tvprogram', 'på', 'dr', 'og', 'var', 'med', 'i', 'flemming', 'flindts', 'ballet', 'af', 'samme', 'navn', 'anima', 'spillede', 'på', 'roskilde', 'festival', 'i']"
Anne Linnet Band,"['anne', 'linnet', 'band', 'er', 'et', 'dansk', 'poprockband', 'dannet', 'i', 'med', 'de', 'tre', 'sangerinder', 'anne', 'linnet', 'sanne', 'salomonsen', 'og', 'lis', 'sørensen', 'linnet', 'og', 'sørensen', 'kendte', 'hinanden', 'fra', 'deres', 'tidligere', 'arbejde', 'i', 'shit', 'amp', 'chanel', 'anne', 'linnet', 'bands', 'første', 'koncert', 'var', 'den', 'marts', 'på', 'skråen', 'i', 'aalborg', 'turnen', 'afsluttede', 'den', 'april', 'i', 'jazzhus', 'montmartre', 'den', 'efterfølgende', 'turn', 'begyndte', 'i', 'december', 'i', 'tyskland', 'og', 'involverede', 'koncert', 'på', 'reeperbahn', 'anne', 'linnets', 'senere', 'band', 'marquis', 'de', 'sade', 'tog', 'noget', 'inspiration', 'fra', 'denne', 'turn', 'ved', 'hamborgs', 'redlight', 'district', 'i', 'blev', 'anne', 'linnet', 'bands', 'første', 'album', 'blot', 'betitlet', 'anne', 'linnet', 'band', 'udgivet', 'og', 'det', 'blev', 'en', 'kommerciel', 'succes', 'certificeret', 'for', 'salgstal', 'på', 'eksemplarer', 'i', 'i', 'udgav', 'de', 'deres', 'andet', 'album', 'cha', 'cha', 'cha', 'bandet', 'havde', 'et', 'populært', 'hit', 'med', 'nummeret', 'det', 'er', 'ikke', 'det', 'du', 'siger', 'sunget', 'af', 'sanne', 'salomonsen', 'i', 'annoncerede', 'de', 'at', 'de', 'ville', 'tage', 'på', 'arenaturne', 'i']"
Asinhell,"['asinhell', 'er', 'et', 'dansk', 'dødsmetalband', 'der', 'blev', 'dannet', 'i', 'af', 'forsangeren', 'fra', 'volbeat', 'michael', 'poulsen', 'marc', 'grewe', 'og', 'morten', 'toft', 'hansen', 'det', 'blev', 'dannet', 'som', 'et', 'sideprojekt', 'for', 'poulsen', 'mens', 'volbeat', 'holdt', 'pause', 'med', 'turnere', 'gruppen', 'udgav', 'sit', 'debutalbum', 'impii', 'hora', 'd', 'september', 'albummet', 'blev', 'godt', 'modtaget', 'og', 'fik', 'fem', 'ud', 'af', 'seks', 'stjerne', 'i', 'gaffa', 'og', 'heavymetaldk', 'gav', 'otte', 'ud', 'af', 'ti', 'dødningehoveder']"
Athelas Sinfonietta,"['athelas', 'sinfonietta', 'eller', 'athelas', 'sinfonietta', 'copenhagen', 'er', 'et', 'dansk', 'kammerensemble', 'med', 'fokus', 'på', 'ny', 'kompositionsmusik', 'baseret', 'i', 'københavn', 'ensemblet', 'er', 'oprettet', 'i', 'og', 'består', 'i', 'øjeblikket', 'af', 'ca', 'musikere', 'det', 'et', 'såkaldt', 'basisensemble', 'der', 'opererer', 'under', 'en', 'rammeaftale', 'med', 'statens', 'kunstfond', 'og', 'derved', 'kan', 'opnå', 'tilsagn', 'om', 'tilskud', 'gennem', 'en', 'årig', 'periode', 'til', 'gengæld', 'må', 'ensemblet', 'levere', 'en', 'detaljeret', 'plan', 'for', 'sin', 'virksomhed', 'i', 'overensstemmelse', 'med', 'rammeaftalen', 'søger', 'athelas', 'at', 'præsentere', 'projekter', 'med', 'den', 'ny', 'kompositionsmusik', 'fra', 'det', 'århundrede', 'ny', 'musik', 'fra', 'dette', 'århundrede', 'og', 'endelig', 'ønsker', 'man', 'at', 'præsentere', 'den', 'ny', 'musik', 'i', 'specielle', 'projekter', 'for', 'børn', 'og', 'unge', 'altsammen', 'tit', 'som', 'samarbejdsprojekter', 'med', 'andre', 'ensembler', 'teatre', 'festivaler', 'dansekompagnier', 'mm', 'i', 'ind', 'og', 'udland', 'gennem', 'sin', 'levetid', 'har', 'ensemblet', 'angiveligt', 'opført', 'over', 'musikværker', 'af', 'forskellig', 'længde', 'heraf', 'mange', 'uropførelser', 'men', 'det', 'spiller', 'også', 'musik', 'komponeret', 'for', 'år', 'siden', 'gruppen', 'var', 'statsensemble', 'fra', 'i', 'regnskabet', 'for', 'ses', 'at', 'driften', 'finansieres', 'af', 'staten', 'og', 'københavns', 'kommune', 'med', 'ca', 'forskellige', 'private', 'fonde', 'med', 'ca', 'og', 'af', 'ensemblets', 'egenindtægter', 'med', 'ca']"
B.O.C,"['boc', 'forkortelse', 'for', 'bomber', 'over', 'centrum', 'bars', 'of', 'crack', 'bombs', 'over', 'copenhagen', 'etc', 'er', 'en', 'dansk', 'rapgruppe', 'bestående', 'af', 'rapperne', 'gilli', 'kesi', 'og', 'benny', 'jamz', 'tidligere', 'og', 'til', 'tider', 'medlemmer', 'af', 'gruppen', 'er', 'også', 'noah', 'carter', 'statez', 'semih', 'automatisk', 'og', 'kimbo']"
Backseat,"['backseat', 'tidligere', 'kendt', 'under', 'navnet', 'backseatboys', 'er', 'en', 'dansk', 'rockgruppe', 'der', 'havde', 'sin', 'storhedstid', 'som', 'liveband', 'i', 'erne', 'med', 'deres', 'amerikanske', 'roots', 'rockinspirerede', 'musik', 'bandet', 'blev', 'dannet', 'i', 'af', 'sanger', 'ivan', 'pedersen', 'guitarist', 'søren', 'jacobsen', 'bassist', 'helge', 'solberg', 'trommeslager', 'carsten', 'millner', 'og', 'keyboardspiller', 'esben', 'just', 'backseat', 'debuterede', 'under', 'navnet', 'backseatboys', 'med', 'albummet', 'wind', 'me', 'up', 'i', 'september', 'der', 'solgte', 'eksemplarer', 'for', 'albummet', 'blev', 'backseat', 'nomineret', 'i', 'kategorien', 'årets', 'nye', 'danske', 'navn', 'mens', 'ivan', 'pedersen', 'blev', 'nomineret', 'til', 'årets', 'danske', 'sanger', 'ved', 'dansk', 'grammy', 'med', 'udgivelsen', 'af', 'long', 'distance', 'i', 'kom', 'guitarist', 'lars', 'krarup', 'med', 'i', 'bandet', 'albummet', 'solgte', 'eksemplarer', 'i', 'skiftede', 'gruppen', 'navn', 'fra', 'backseatboys', 'til', 'backseat', 'og', 'udgav', 'albummet', 'hit', 'home', 'i', 'indspillede', 'backseat', 'på', 'opfordring', 'af', 'dr', 'og', 'tv', 'singlen', 'no', 'in', 'your', 'heart', 'sammen', 'med', 'den', 'ukendte', 'amerikanske', 'sangerinde', 'erica', 'carson', 'som', 'blev', 'brugt', 'under', 'dækningen', 'af', 'ol', 'i', 'atlanta', 'gruppens', 'fjerde', 'album', 'songs', 'udkom', 'i', 'august', 'backseat', 'udgav', 'i', 'september', 'albummet', 'shut', 'up', 'and', 'play', 'der', 'bestod', 'af', 'covernumre', 'af', 'bla', 'jimi', 'hendrix', 'sheryl', 'crow', 'og', 'john', 'hiatt', 'i', 'november', 'udkom', 'backseats', 'første', 'studiealbum', 'i', 'næsten', 'ti', 'år', 'globalization', 'gruppens', 'seneste', 'album', 'seasoned', 'and', 'served', 'udkom', 'i', 'januar']"
